Date,topic_counts
2017-08-10,"[10, 12, 35, 33, 2, 12, 4, 0, 0, 1, 15, 12, 145, 271, 25, 15, 1, 1, 22, 90, 1, 12, 249, 64, 9, 114, 13, 2, 65, 25, 14, 1, 38, 5, 20, 53, 25, 2, 105, 8, 44, 1, 15, 4, 1, 6, 9, 6, 101, 194, 25, 2, 2, 2, 1, 16, 79, 6, 13, 2, 185, 2, 27, 412, 31, 128, 10, 52, 6, 10, 11, 2, 484, 1, 8, 241, 4, 208, 3, 178, 3, 7, 0, 49, 6, 1, 476, 77, 3, 26, 1, 57, 204]"
2017-08-11,"[6, 8, 26, 32, 3, 26, 7, 0, 0, 6, 14, 16, 143, 214, 17, 17, 4, 3, 27, 110, 1, 9, 289, 73, 12, 114, 23, 9, 60, 28, 9, 0, 26, 3, 20, 19, 36, 0, 103, 19, 4, 0, 15, 1, 2, 3, 15, 2, 92, 217, 27, 7, 0, 0, 0, 14, 69, 11, 28, 6, 147, 0, 26, 403, 21, 103, 10, 39, 20, 7, 2, 0, 507, 2, 11, 232, 0, 208, 1, 170, 0, 10, 0, 69, 4, 0, 587, 73, 5, 24, 1, 37, 194]"
2017-08-12,"[4, 12, 11, 37, 2, 7, 11, 0, 0, 7, 11, 14, 146, 178, 14, 18, 9, 2, 7, 84, 1, 7, 326, 71, 16, 59, 19, 11, 58, 28, 8, 0, 12, 8, 23, 16, 41, 0, 101, 13, 18, 5, 17, 1, 2, 5, 11, 1, 97, 177, 24, 5, 0, 0, 1, 10, 31, 14, 7, 5, 165, 0, 43, 254, 17, 115, 20, 27, 26, 9, 5, 0, 402, 1, 14, 265, 2, 184, 5, 153, 2, 10, 0, 72, 8, 0, 635, 78, 0, 20, 1, 61, 193]"
2017-08-13,"[2, 14, 48, 51, 2, 11, 10, 3, 2, 4, 17, 21, 202, 192, 23, 15, 3, 1, 11, 119, 4, 8, 429, 100, 24, 67, 39, 9, 78, 37, 10, 0, 48, 9, 30, 13, 13, 3, 125, 23, 12, 1, 25, 2, 1, 0, 4, 0, 110, 203, 15, 7, 0, 4, 3, 8, 57, 17, 4, 9, 174, 0, 18, 296, 20, 115, 22, 27, 5, 9, 1, 1, 407, 1, 20, 307, 4, 207, 4, 196, 7, 15, 0, 93, 8, 1, 831, 51, 4, 13, 0, 77, 243]"
2017-08-14,"[4, 9, 39, 57, 4, 11, 15, 28, 1, 5, 37, 23, 243, 311, 18, 22, 3, 4, 12, 130, 9, 13, 410, 94, 18, 102, 41, 6, 105, 23, 18, 0, 40, 6, 24, 38, 37, 3, 148, 8, 37, 1, 14, 3, 5, 11, 19, 3, 138, 240, 16, 7, 1, 1, 1, 11, 47, 15, 10, 7, 236, 0, 41, 442, 28, 145, 22, 39, 6, 16, 2, 1, 572, 2, 62, 303, 4, 253, 4, 290, 5, 14, 0, 103, 7, 0, 938, 76, 8, 32, 0, 63, 319]"
2017-08-15,"[2, 8, 36, 55, 2, 27, 9, 29, 3, 8, 30, 19, 269, 276, 15, 21, 0, 5, 23, 174, 9, 14, 429, 98, 17, 86, 77, 7, 114, 52, 8, 0, 45, 10, 35, 16, 28, 3, 159, 17, 31, 6, 31, 2, 1, 14, 13, 1, 138, 237, 26, 9, 0, 4, 3, 7, 87, 26, 16, 5, 223, 0, 21, 481, 27, 154, 28, 41, 18, 9, 1, 5, 586, 1, 44, 390, 2, 243, 7, 272, 8, 33, 0, 92, 10, 5, 974, 94, 6, 33, 1, 103, 344]"
2017-08-16,"[10, 10, 65, 42, 4, 16, 12, 12, 1, 3, 12, 14, 189, 301, 25, 12, 6, 0, 31, 167, 1, 10, 347, 85, 11, 110, 53, 12, 49, 27, 12, 0, 67, 11, 44, 36, 56, 3, 96, 12, 28, 1, 24, 2, 4, 11, 16, 2, 137, 186, 20, 8, 1, 1, 1, 13, 87, 12, 13, 5, 193, 1, 48, 515, 28, 154, 15, 45, 8, 11, 0, 16, 608, 2, 20, 276, 3, 202, 5, 215, 12, 9, 0, 59, 7, 2, 661, 99, 1, 26, 2, 71, 287]"
2017-08-17,"[3, 9, 69, 35, 3, 17, 9, 1, 4, 5, 6, 15, 183, 325, 20, 18, 19, 2, 17, 143, 3, 15, 321, 97, 13, 139, 52, 18, 71, 25, 16, 1, 71, 9, 29, 29, 84, 3, 117, 17, 32, 9, 21, 4, 4, 6, 40, 6, 142, 193, 17, 12, 0, 3, 0, 29, 62, 7, 26, 3, 209, 1, 114, 576, 43, 152, 11, 25, 39, 17, 1, 2, 707, 2, 20, 283, 5, 218, 5, 223, 6, 6, 0, 52, 13, 2, 612, 125, 5, 25, 0, 47, 275]"
2017-08-18,"[8, 10, 31, 39, 7, 17, 12, 2, 3, 2, 5, 14, 193, 262, 17, 7, 17, 5, 16, 139, 9, 37, 332, 84, 8, 133, 57, 11, 63, 44, 12, 0, 35, 8, 32, 59, 46, 3, 100, 11, 23, 3, 15, 3, 4, 4, 26, 4, 137, 222, 43, 0, 4, 5, 0, 15, 66, 14, 13, 5, 194, 1, 39, 484, 35, 211, 16, 38, 9, 18, 0, 1, 622, 3, 16, 276, 0, 236, 0, 230, 4, 7, 0, 61, 7, 0, 620, 73, 1, 28, 0, 69, 281]"
2017-08-19,"[5, 12, 17, 32, 6, 20, 8, 3, 2, 5, 17, 24, 163, 193, 16, 5, 16, 4, 8, 103, 2, 13, 239, 73, 7, 59, 40, 6, 72, 39, 8, 0, 19, 12, 25, 40, 16, 2, 100, 10, 21, 0, 19, 1, 2, 2, 16, 1, 103, 158, 27, 3, 2, 1, 2, 12, 46, 15, 6, 6, 141, 3, 22, 320, 31, 128, 9, 34, 0, 16, 2, 0, 426, 1, 15, 238, 1, 190, 2, 207, 3, 3, 0, 45, 7, 0, 533, 45, 2, 14, 3, 46, 258]"
2017-08-20,"[4, 10, 15, 27, 4, 18, 5, 0, 1, 3, 1, 9, 105, 209, 8, 6, 6, 1, 15, 106, 3, 5, 251, 56, 7, 74, 21, 2, 60, 41, 7, 0, 15, 7, 17, 31, 21, 2, 78, 8, 9, 0, 16, 1, 1, 1, 8, 2, 80, 174, 15, 2, 1, 2, 1, 14, 53, 1, 4, 1, 130, 8, 27, 319, 17, 167, 10, 40, 6, 17, 0, 12, 473, 1, 5, 179, 1, 193, 2, 153, 3, 2, 0, 34, 3, 1, 473, 75, 1, 16, 0, 41, 181]"
2017-08-21,"[7, 12, 34, 40, 5, 31, 7, 1, 1, 5, 9, 10, 144, 247, 19, 15, 16, 1, 12, 134, 1, 19, 269, 52, 7, 119, 37, 7, 69, 31, 5, 0, 34, 3, 27, 45, 47, 2, 95, 9, 9, 5, 11, 1, 4, 6, 15, 2, 103, 191, 32, 0, 3, 1, 1, 14, 65, 10, 29, 1, 152, 1, 26, 416, 17, 170, 6, 29, 24, 17, 2, 10, 578, 2, 8, 215, 1, 242, 1, 181, 4, 5, 0, 48, 6, 1, 517, 91, 10, 15, 2, 64, 210]"
2017-08-22,"[6, 17, 24, 44, 3, 19, 13, 1, 1, 7, 19, 15, 187, 271, 22, 7, 7, 3, 23, 156, 3, 4, 330, 72, 16, 140, 73, 13, 75, 24, 15, 1, 27, 8, 35, 46, 60, 1, 113, 14, 35, 5, 18, 3, 5, 8, 29, 2, 148, 232, 54, 5, 0, 4, 8, 17, 79, 46, 23, 3, 199, 0, 58, 459, 15, 242, 16, 32, 34, 32, 3, 4, 757, 1, 15, 290, 13, 251, 3, 287, 4, 14, 0, 69, 8, 1, 630, 101, 7, 29, 1, 67, 303]"
2017-08-23,"[10, 7, 34, 54, 4, 13, 6, 0, 0, 3, 16, 15, 160, 252, 10, 11, 10, 5, 21, 159, 2, 13, 312, 67, 2, 120, 32, 5, 71, 39, 5, 0, 35, 10, 36, 52, 59, 9, 105, 5, 8, 1, 30, 5, 4, 7, 19, 11, 116, 214, 33, 6, 1, 1, 0, 17, 51, 6, 29, 5, 166, 1, 22, 438, 17, 173, 14, 36, 28, 33, 3, 6, 647, 2, 22, 250, 31, 236, 6, 212, 2, 6, 0, 59, 6, 0, 546, 81, 8, 26, 3, 59, 202]"
2017-08-24,"[4, 13, 21, 36, 4, 15, 13, 16, 1, 2, 41, 6, 141, 257, 16, 8, 2, 4, 22, 120, 1, 13, 283, 75, 17, 158, 29, 4, 65, 20, 13, 1, 31, 5, 22, 37, 50, 4, 89, 21, 12, 0, 15, 1, 2, 12, 20, 0, 97, 221, 58, 6, 2, 5, 0, 12, 81, 4, 13, 1, 167, 0, 29, 462, 21, 192, 11, 27, 39, 53, 0, 2, 712, 3, 38, 303, 10, 236, 4, 265, 1, 7, 0, 52, 3, 1, 616, 72, 5, 23, 2, 78, 228]"
2017-08-25,"[15, 13, 23, 35, 4, 18, 9, 30, 1, 1, 19, 13, 166, 249, 13, 10, 4, 3, 25, 115, 1, 13, 258, 80, 12, 142, 21, 8, 72, 21, 7, 0, 25, 6, 16, 30, 69, 6, 102, 9, 12, 2, 21, 1, 5, 11, 14, 2, 132, 235, 45, 4, 0, 4, 0, 8, 90, 6, 7, 5, 185, 0, 28, 400, 31, 206, 16, 31, 43, 57, 2, 8, 697, 2, 17, 271, 7, 242, 1, 216, 11, 9, 0, 47, 10, 2, 578, 103, 2, 22, 0, 74, 260]"
2017-08-26,"[11, 19, 21, 35, 5, 14, 8, 3, 2, 3, 7, 10, 129, 206, 18, 9, 4, 2, 16, 65, 1, 6, 228, 68, 4, 100, 20, 3, 55, 15, 23, 1, 23, 8, 13, 24, 19, 1, 75, 7, 11, 1, 14, 1, 0, 3, 27, 2, 96, 188, 36, 5, 3, 9, 3, 11, 45, 4, 12, 1, 156, 0, 24, 293, 36, 184, 14, 32, 15, 33, 3, 3, 521, 2, 6, 238, 8, 215, 0, 184, 3, 1, 0, 34, 5, 1, 364, 82, 8, 26, 2, 76, 251]"
2017-08-27,"[11, 4, 20, 43, 2, 13, 10, 3, 1, 0, 6, 10, 94, 163, 6, 10, 1, 0, 18, 88, 1, 13, 229, 62, 7, 85, 18, 6, 31, 19, 12, 0, 25, 3, 19, 24, 24, 2, 57, 17, 3, 4, 12, 2, 4, 6, 11, 2, 86, 180, 25, 4, 0, 1, 0, 9, 50, 2, 8, 2, 117, 0, 24, 255, 30, 136, 9, 21, 20, 54, 0, 1, 458, 1, 13, 171, 4, 214, 0, 135, 6, 2, 0, 55, 9, 1, 392, 65, 0, 18, 2, 42, 158]"
2017-08-28,"[24, 11, 45, 42, 10, 11, 9, 20, 2, 3, 24, 8, 133, 228, 15, 8, 4, 2, 18, 154, 0, 24, 328, 54, 14, 120, 24, 8, 67, 29, 5, 0, 63, 9, 23, 27, 44, 4, 89, 13, 14, 4, 16, 2, 5, 7, 5, 4, 152, 187, 24, 3, 1, 0, 0, 7, 96, 7, 35, 1, 152, 0, 36, 394, 22, 126, 9, 25, 15, 39, 3, 1, 499, 0, 27, 221, 10, 231, 9, 187, 6, 1, 0, 47, 4, 0, 464, 80, 2, 33, 1, 53, 212]"
2017-08-29,"[11, 12, 29, 83, 9, 17, 17, 7, 2, 8, 5, 8, 237, 281, 16, 24, 12, 5, 20, 155, 1, 14, 418, 75, 10, 135, 43, 17, 82, 25, 10, 0, 40, 15, 19, 27, 57, 7, 150, 15, 33, 5, 20, 5, 5, 12, 21, 1, 171, 230, 39, 9, 5, 10, 8, 14, 121, 13, 9, 3, 194, 0, 46, 460, 32, 190, 23, 28, 8, 28, 3, 1, 609, 2, 24, 323, 0, 291, 4, 272, 6, 3, 0, 71, 16, 1, 792, 94, 2, 27, 1, 59, 267]"
2017-08-30,"[7, 7, 23, 65, 9, 36, 11, 5, 3, 7, 13, 9, 171, 283, 14, 13, 6, 0, 11, 154, 1, 16, 332, 64, 15, 148, 26, 2, 83, 16, 9, 0, 36, 8, 25, 43, 39, 2, 101, 15, 51, 19, 23, 1, 4, 7, 15, 6, 150, 216, 26, 17, 5, 3, 1, 19, 113, 6, 22, 4, 219, 0, 41, 439, 25, 221, 11, 30, 12, 65, 8, 0, 646, 1, 11, 265, 4, 249, 7, 187, 5, 3, 0, 53, 7, 0, 534, 93, 4, 28, 1, 71, 237]"
2017-08-31,"[11, 8, 37, 61, 3, 17, 10, 10, 6, 2, 14, 14, 220, 264, 21, 14, 4, 1, 19, 166, 0, 13, 370, 104, 11, 140, 31, 11, 72, 22, 8, 0, 39, 9, 20, 44, 41, 2, 144, 14, 42, 8, 16, 1, 1, 4, 19, 2, 148, 226, 38, 7, 3, 1, 1, 26, 80, 6, 21, 3, 183, 0, 30, 408, 20, 117, 14, 27, 11, 22, 4, 1, 498, 1, 30, 328, 5, 279, 1, 223, 3, 7, 0, 87, 10, 1, 675, 85, 3, 26, 2, 65, 233]"
2017-09-01,"[7, 12, 35, 46, 3, 33, 9, 31, 4, 2, 21, 20, 214, 266, 28, 20, 3, 3, 19, 159, 0, 13, 356, 93, 24, 122, 25, 18, 90, 36, 8, 1, 41, 22, 14, 12, 37, 2, 151, 15, 43, 4, 27, 4, 3, 6, 19, 4, 155, 246, 27, 9, 1, 1, 0, 14, 77, 9, 9, 10, 192, 1, 39, 458, 23, 148, 13, 40, 16, 14, 0, 1, 580, 2, 30, 348, 1, 270, 2, 219, 2, 7, 0, 77, 3, 2, 741, 88, 4, 30, 2, 82, 223]"
2017-09-02,"[9, 11, 29, 64, 2, 20, 13, 4, 1, 7, 9, 6, 192, 171, 17, 16, 1, 2, 11, 125, 3, 9, 319, 76, 15, 92, 81, 13, 68, 20, 10, 0, 30, 9, 26, 10, 21, 2, 115, 9, 24, 2, 23, 2, 1, 1, 8, 4, 123, 210, 35, 1, 0, 1, 5, 16, 57, 34, 7, 3, 168, 0, 25, 289, 26, 112, 14, 24, 7, 26, 3, 2, 398, 2, 11, 272, 4, 246, 1, 177, 5, 20, 0, 68, 3, 0, 645, 58, 3, 21, 2, 54, 254]"
2017-09-03,"[5, 3, 17, 34, 3, 17, 5, 3, 3, 1, 3, 9, 144, 151, 19, 12, 2, 1, 3, 135, 0, 10, 270, 50, 15, 68, 46, 11, 50, 9, 8, 0, 18, 9, 26, 8, 25, 4, 79, 6, 17, 1, 10, 2, 1, 7, 4, 6, 101, 178, 22, 2, 1, 3, 3, 6, 52, 12, 7, 4, 126, 0, 43, 264, 21, 140, 8, 11, 5, 47, 3, 7, 416, 2, 13, 192, 3, 201, 4, 144, 3, 9, 0, 65, 5, 1, 390, 44, 0, 24, 2, 47, 174]"
2017-09-04,"[5, 13, 49, 69, 5, 10, 7, 1, 2, 15, 21, 9, 216, 256, 17, 19, 13, 1, 23, 209, 2, 8, 518, 56, 32, 232, 94, 15, 82, 36, 12, 0, 124, 14, 51, 3, 34, 2, 111, 8, 16, 4, 14, 3, 1, 7, 6, 8, 203, 237, 29, 1, 2, 4, 8, 9, 201, 40, 17, 1, 218, 0, 23, 452, 15, 202, 23, 24, 10, 17, 0, 4, 572, 3, 27, 250, 2, 299, 3, 235, 3, 23, 0, 107, 5, 4, 767, 80, 1, 31, 0, 48, 305]"
2017-09-05,"[9, 14, 67, 48, 3, 15, 6, 3, 1, 12, 6, 14, 175, 272, 16, 11, 10, 1, 17, 201, 1, 16, 371, 49, 12, 204, 61, 8, 88, 21, 11, 0, 128, 15, 40, 16, 49, 6, 108, 15, 50, 2, 17, 1, 3, 9, 13, 2, 162, 221, 40, 4, 1, 3, 25, 12, 158, 25, 22, 3, 195, 0, 24, 479, 26, 165, 14, 24, 8, 30, 0, 19, 580, 2, 6, 215, 9, 284, 6, 193, 2, 19, 0, 69, 11, 0, 637, 104, 0, 28, 1, 65, 314]"
2017-09-06,"[1, 8, 34, 61, 4, 12, 6, 8, 2, 7, 12, 7, 172, 267, 23, 20, 10, 4, 15, 179, 3, 12, 376, 60, 11, 170, 34, 9, 57, 16, 12, 0, 78, 10, 27, 5, 54, 3, 93, 13, 48, 0, 12, 4, 3, 13, 18, 2, 145, 227, 31, 7, 2, 2, 3, 23, 126, 18, 24, 2, 202, 0, 55, 466, 16, 151, 19, 30, 12, 12, 2, 8, 594, 2, 9, 263, 4, 282, 6, 198, 3, 6, 0, 73, 5, 0, 554, 99, 2, 21, 3, 102, 223]"
2017-09-07,"[13, 13, 39, 34, 1, 22, 8, 5, 2, 4, 11, 16, 176, 298, 24, 11, 6, 4, 12, 169, 0, 3, 317, 63, 14, 180, 32, 6, 68, 19, 14, 0, 76, 11, 26, 17, 42, 2, 125, 7, 33, 3, 16, 0, 1, 8, 13, 3, 182, 196, 37, 32, 0, 4, 1, 42, 143, 9, 17, 2, 204, 0, 94, 518, 31, 161, 11, 34, 6, 33, 1, 14, 604, 1, 9, 254, 32, 238, 2, 222, 4, 17, 0, 61, 3, 0, 463, 110, 4, 22, 4, 64, 224]"
2017-09-08,"[20, 19, 20, 61, 8, 25, 18, 5, 0, 9, 7, 8, 152, 314, 24, 17, 49, 1, 20, 181, 0, 7, 384, 86, 18, 141, 57, 21, 83, 33, 18, 0, 114, 12, 31, 12, 65, 3, 85, 13, 23, 5, 17, 1, 1, 4, 12, 1, 275, 237, 17, 14, 4, 1, 12, 15, 306, 45, 42, 1, 219, 0, 36, 555, 28, 222, 14, 37, 13, 20, 3, 5, 636, 2, 5, 257, 67, 275, 3, 253, 14, 9, 0, 98, 10, 1, 661, 91, 9, 30, 0, 70, 354]"
2017-09-09,"[7, 39, 15, 36, 6, 8, 6, 6, 2, 10, 3, 10, 123, 173, 9, 12, 20, 2, 16, 114, 1, 8, 241, 55, 11, 85, 38, 7, 63, 11, 12, 0, 46, 10, 25, 12, 40, 3, 69, 6, 12, 1, 15, 1, 1, 4, 17, 0, 113, 193, 27, 7, 2, 3, 4, 15, 150, 3, 19, 1, 139, 0, 20, 291, 17, 140, 16, 23, 4, 8, 1, 6, 429, 0, 7, 200, 10, 206, 2, 155, 5, 5, 0, 49, 4, 1, 402, 49, 3, 21, 1, 42, 220]"
2017-09-10,"[5, 11, 23, 28, 4, 9, 12, 4, 1, 11, 13, 8, 143, 188, 18, 8, 16, 3, 28, 138, 0, 11, 298, 56, 15, 98, 55, 9, 66, 20, 8, 0, 69, 5, 20, 18, 63, 0, 94, 14, 10, 4, 6, 10, 1, 6, 10, 1, 113, 227, 14, 2, 0, 1, 2, 13, 144, 12, 3, 2, 159, 1, 27, 319, 33, 153, 15, 21, 25, 12, 2, 3, 463, 1, 11, 240, 18, 244, 11, 137, 4, 6, 0, 57, 3, 0, 464, 54, 3, 16, 2, 42, 232]"
2017-09-11,"[20, 17, 42, 35, 8, 20, 10, 1, 4, 18, 3, 3, 134, 228, 29, 4, 65, 2, 16, 183, 0, 5, 305, 55, 13, 116, 29, 13, 56, 25, 7, 0, 159, 11, 26, 16, 51, 1, 89, 13, 7, 1, 12, 8, 2, 8, 4, 1, 191, 246, 26, 15, 1, 2, 0, 14, 282, 11, 16, 1, 156, 0, 24, 452, 19, 171, 15, 24, 13, 21, 1, 18, 496, 1, 7, 225, 4, 277, 7, 193, 4, 8, 0, 66, 2, 1, 520, 70, 4, 15, 3, 55, 221]"
2017-09-12,"[16, 23, 127, 56, 6, 31, 16, 2, 2, 13, 22, 16, 239, 290, 33, 13, 59, 0, 14, 175, 0, 11, 408, 75, 30, 114, 66, 40, 79, 24, 10, 1, 205, 9, 36, 26, 45, 4, 150, 7, 59, 1, 34, 8, 3, 8, 20, 1, 197, 281, 45, 6, 2, 1, 3, 19, 270, 19, 49, 4, 244, 0, 23, 534, 20, 174, 21, 30, 2, 20, 1, 5, 593, 4, 9, 325, 35, 332, 3, 229, 3, 8, 0, 88, 18, 3, 665, 77, 17, 110, 1, 83, 444]"
2017-09-13,"[22, 22, 97, 79, 8, 18, 12, 4, 5, 23, 16, 17, 256, 256, 28, 16, 47, 4, 5, 233, 0, 20, 557, 89, 37, 134, 117, 20, 121, 26, 7, 0, 141, 26, 48, 22, 38, 5, 148, 13, 28, 3, 25, 2, 2, 6, 15, 2, 210, 310, 65, 4, 0, 3, 11, 16, 172, 50, 8, 4, 281, 0, 30, 476, 21, 158, 28, 31, 12, 12, 1, 3, 571, 5, 9, 350, 6, 331, 5, 236, 5, 41, 0, 124, 18, 0, 929, 94, 7, 104, 1, 61, 457]"
2017-09-14,"[27, 16, 103, 82, 7, 19, 24, 1, 3, 38, 11, 15, 328, 286, 37, 30, 48, 4, 35, 304, 0, 8, 710, 100, 57, 123, 113, 17, 122, 60, 11, 0, 206, 29, 47, 14, 45, 9, 190, 19, 34, 1, 43, 3, 2, 10, 9, 4, 256, 346, 45, 7, 0, 4, 26, 14, 290, 76, 16, 4, 324, 0, 9, 479, 43, 161, 39, 30, 13, 17, 0, 6, 616, 1, 14, 450, 12, 422, 2, 288, 8, 36, 0, 204, 8, 2, 1046, 95, 7, 106, 1, 117, 532]"
2017-09-15,"[34, 23, 90, 90, 11, 18, 16, 1, 6, 73, 4, 22, 344, 307, 41, 25, 34, 1, 42, 276, 0, 16, 736, 110, 53, 143, 99, 15, 120, 44, 12, 0, 217, 23, 71, 18, 33, 4, 176, 37, 22, 1, 51, 2, 1, 12, 9, 2, 258, 377, 21, 6, 1, 4, 18, 12, 374, 52, 12, 8, 333, 0, 29, 556, 27, 154, 34, 49, 5, 18, 0, 12, 641, 8, 26, 440, 17, 434, 13, 266, 10, 18, 0, 186, 7, 3, 1283, 78, 9, 49, 0, 99, 454]"
2017-09-16,"[15, 4, 55, 44, 7, 15, 8, 3, 3, 13, 15, 15, 148, 269, 34, 21, 28, 2, 19, 112, 2, 15, 363, 69, 22, 87, 36, 7, 84, 19, 8, 0, 108, 8, 21, 14, 25, 1, 90, 6, 15, 2, 19, 1, 0, 0, 9, 2, 201, 203, 39, 2, 0, 3, 2, 19, 166, 52, 5, 3, 212, 0, 21, 363, 30, 132, 21, 36, 7, 7, 2, 4, 495, 1, 6, 242, 5, 269, 7, 214, 2, 7, 0, 105, 7, 1, 584, 55, 22, 67, 2, 61, 254]"
2017-09-17,"[22, 9, 47, 31, 3, 15, 11, 2, 1, 12, 6, 7, 172, 185, 21, 9, 10, 3, 13, 141, 0, 14, 330, 60, 23, 94, 33, 7, 74, 17, 8, 2, 67, 6, 29, 8, 22, 1, 105, 10, 21, 3, 16, 0, 3, 9, 5, 3, 138, 193, 26, 4, 3, 3, 2, 10, 98, 20, 7, 0, 160, 0, 33, 285, 32, 133, 13, 34, 1, 10, 1, 1, 449, 1, 10, 270, 6, 258, 8, 164, 4, 2, 0, 56, 9, 3, 567, 57, 6, 32, 2, 71, 226]"
2017-09-18,"[21, 24, 79, 64, 3, 18, 10, 1, 4, 4, 7, 30, 214, 332, 20, 15, 13, 5, 17, 189, 0, 16, 452, 81, 36, 128, 44, 10, 72, 26, 8, 0, 136, 7, 40, 37, 46, 3, 127, 20, 19, 1, 25, 3, 5, 10, 12, 3, 170, 256, 44, 9, 1, 4, 14, 16, 183, 30, 11, 17, 243, 1, 43, 500, 30, 213, 13, 63, 29, 15, 10, 10, 702, 1, 16, 375, 18, 279, 4, 248, 6, 13, 0, 106, 4, 3, 799, 90, 6, 53, 0, 99, 320]"
2017-09-19,"[11, 12, 48, 51, 6, 23, 11, 3, 0, 9, 29, 19, 171, 324, 25, 12, 14, 5, 8, 201, 0, 18, 390, 73, 8, 141, 42, 11, 75, 24, 9, 1, 83, 10, 27, 26, 34, 2, 122, 13, 52, 4, 20, 7, 4, 10, 14, 1, 152, 267, 62, 19, 1, 1, 5, 15, 199, 20, 6, 7, 196, 2, 35, 440, 28, 244, 9, 36, 14, 10, 1, 12, 695, 3, 10, 326, 15, 306, 2, 219, 8, 8, 0, 69, 6, 2, 655, 106, 5, 45, 1, 76, 304]"
2017-09-20,"[5, 10, 70, 41, 4, 26, 14, 1, 2, 3, 17, 18, 181, 319, 17, 12, 18, 8, 16, 180, 0, 15, 326, 82, 22, 131, 37, 13, 97, 18, 6, 0, 131, 5, 31, 37, 47, 4, 124, 12, 32, 1, 25, 9, 4, 4, 9, 3, 191, 238, 49, 2, 2, 2, 1, 27, 177, 17, 11, 5, 172, 0, 34, 484, 42, 209, 13, 44, 6, 5, 1, 2, 654, 3, 9, 313, 18, 298, 7, 245, 4, 8, 0, 51, 9, 1, 628, 61, 4, 37, 0, 69, 272]"
2017-09-21,"[15, 30, 50, 59, 9, 23, 16, 18, 3, 9, 21, 8, 213, 266, 31, 14, 25, 2, 21, 194, 0, 7, 372, 81, 18, 132, 70, 11, 99, 66, 10, 0, 76, 6, 29, 16, 37, 3, 118, 16, 19, 3, 21, 4, 1, 7, 16, 0, 234, 254, 38, 5, 1, 2, 2, 15, 181, 32, 21, 1, 203, 1, 26, 471, 48, 209, 23, 39, 13, 8, 1, 4, 595, 0, 8, 279, 7, 306, 4, 249, 4, 7, 0, 75, 11, 3, 736, 94, 5, 44, 1, 82, 348]"
2017-09-22,"[27, 18, 39, 55, 10, 8, 9, 33, 1, 11, 10, 15, 167, 246, 31, 12, 26, 0, 17, 142, 1, 11, 309, 60, 14, 120, 38, 11, 60, 42, 7, 0, 80, 11, 30, 7, 53, 0, 92, 12, 13, 1, 12, 2, 2, 11, 11, 1, 191, 230, 64, 2, 0, 8, 3, 16, 125, 12, 19, 3, 172, 1, 26, 411, 32, 162, 15, 27, 11, 10, 18, 4, 518, 3, 6, 297, 6, 261, 3, 204, 7, 3, 0, 62, 6, 1, 562, 81, 8, 57, 0, 89, 301]"
2017-09-23,"[15, 11, 35, 37, 2, 22, 5, 32, 1, 4, 4, 10, 153, 204, 22, 9, 10, 2, 13, 117, 0, 7, 269, 60, 3, 102, 26, 7, 69, 26, 4, 0, 62, 1, 25, 10, 33, 2, 78, 8, 13, 1, 26, 2, 3, 7, 5, 0, 113, 195, 47, 4, 1, 3, 0, 8, 113, 12, 27, 7, 153, 0, 30, 286, 19, 139, 13, 19, 3, 7, 4, 6, 446, 1, 8, 227, 2, 214, 2, 156, 1, 1, 0, 54, 6, 0, 466, 55, 5, 28, 0, 69, 232]"
2017-09-24,"[8, 13, 17, 33, 7, 13, 4, 6, 1, 3, 3, 10, 111, 239, 11, 10, 8, 5, 11, 101, 0, 6, 264, 39, 13, 86, 19, 4, 64, 44, 6, 1, 27, 4, 20, 15, 24, 1, 88, 8, 14, 4, 9, 0, 1, 1, 4, 5, 122, 175, 18, 3, 1, 1, 0, 14, 82, 4, 14, 3, 155, 2, 26, 299, 20, 128, 12, 30, 7, 9, 1, 3, 421, 4, 6, 199, 4, 195, 2, 177, 0, 4, 0, 62, 2, 0, 428, 73, 26, 19, 0, 46, 168]"
2017-09-25,"[9, 10, 44, 56, 8, 13, 10, 4, 1, 4, 5, 13, 195, 262, 13, 8, 13, 5, 17, 212, 1, 15, 379, 88, 16, 125, 41, 16, 102, 64, 11, 0, 63, 4, 29, 22, 33, 2, 135, 5, 11, 1, 14, 1, 0, 3, 5, 4, 130, 232, 20, 7, 0, 0, 0, 21, 126, 9, 15, 3, 188, 1, 38, 377, 24, 162, 28, 29, 1, 5, 2, 3, 533, 1, 10, 280, 4, 256, 1, 168, 3, 4, 0, 67, 5, 0, 612, 89, 10, 33, 3, 61, 240]"
2017-09-26,"[14, 13, 119, 50, 2, 20, 6, 7, 1, 4, 20, 7, 184, 264, 20, 13, 5, 2, 19, 181, 0, 17, 339, 68, 14, 133, 43, 4, 81, 23, 12, 0, 150, 7, 32, 26, 47, 3, 111, 4, 53, 2, 23, 12, 4, 4, 17, 4, 197, 225, 35, 1, 0, 3, 0, 19, 185, 12, 21, 1, 205, 1, 32, 491, 25, 174, 18, 29, 8, 18, 7, 0, 587, 4, 12, 252, 7, 247, 0, 217, 8, 4, 0, 66, 6, 0, 561, 88, 6, 37, 2, 90, 272]"
