Date,topic_counts
2018-11-22,"[9, 27, 50, 113, 25, 30, 13, 14, 6, 30, 11, 22, 284, 233, 22, 22, 6, 7, 11, 244, 1, 31, 513, 86, 24, 26, 114, 28, 126, 93, 27, 0, 55, 12, 71, 31, 42, 8, 170, 66, 34, 6, 32, 5, 7, 5, 20, 8, 107, 131, 29, 7, 3, 1, 2, 37, 103, 16, 19, 2, 318, 0, 35, 475, 49, 201, 31, 41, 17, 8, 3, 10, 668, 3, 14, 435, 13, 218, 6, 187, 5, 6, 5, 86, 15, 1, 909, 137, 9, 87, 3, 123, 547]"
2018-11-23,"[1, 20, 27, 82, 16, 41, 19, 13, 4, 72, 11, 21, 393, 239, 26, 21, 11, 9, 9, 264, 7, 22, 572, 86, 31, 28, 142, 29, 119, 124, 32, 3, 31, 16, 94, 32, 43, 2, 203, 35, 32, 5, 47, 7, 6, 6, 20, 4, 132, 151, 30, 5, 1, 8, 5, 34, 89, 15, 12, 4, 344, 1, 67, 427, 43, 209, 30, 40, 12, 19, 2, 9, 673, 1, 16, 458, 14, 220, 6, 188, 7, 13, 1, 135, 9, 1, 1160, 122, 5, 59, 8, 104, 606]"
2018-11-24,"[2, 32, 29, 85, 16, 40, 24, 14, 4, 94, 5, 19, 368, 173, 17, 16, 6, 5, 13, 282, 3, 12, 697, 97, 29, 25, 139, 40, 156, 131, 32, 1, 37, 13, 81, 28, 36, 1, 202, 24, 28, 4, 40, 2, 3, 2, 21, 6, 109, 140, 29, 5, 0, 5, 10, 36, 66, 14, 13, 5, 313, 1, 55, 415, 22, 147, 32, 31, 16, 8, 3, 9, 588, 3, 14, 386, 3, 215, 9, 196, 5, 9, 2, 134, 9, 4, 1243, 109, 9, 70, 5, 84, 615]"
2018-11-25,"[2, 51, 35, 133, 28, 38, 30, 8, 13, 147, 30, 37, 505, 341, 46, 41, 13, 14, 8, 382, 2, 24, 1035, 119, 38, 28, 195, 51, 205, 147, 41, 2, 38, 35, 103, 44, 33, 3, 270, 39, 34, 9, 62, 2, 7, 5, 32, 10, 102, 176, 33, 5, 2, 11, 11, 42, 92, 25, 6, 9, 497, 0, 63, 433, 56, 195, 43, 61, 11, 26, 2, 6, 700, 3, 28, 621, 49, 273, 8, 234, 17, 19, 0, 244, 21, 7, 1670, 131, 9, 66, 6, 172, 896]"
2018-11-26,"[7, 41, 28, 93, 23, 35, 16, 22, 2, 119, 39, 22, 410, 341, 21, 15, 4, 7, 10, 394, 0, 22, 803, 102, 37, 33, 208, 41, 132, 157, 36, 0, 33, 20, 125, 41, 38, 0, 220, 37, 16, 11, 43, 10, 5, 11, 26, 7, 105, 131, 52, 6, 3, 6, 12, 53, 123, 21, 12, 7, 415, 0, 77, 524, 50, 235, 37, 43, 7, 18, 4, 15, 752, 4, 17, 494, 72, 224, 11, 218, 11, 13, 5, 153, 16, 4, 1331, 149, 7, 56, 5, 125, 725]"
2018-11-27,"[3, 33, 48, 82, 30, 45, 18, 50, 6, 111, 31, 17, 422, 310, 26, 20, 6, 12, 13, 368, 2, 13, 700, 98, 20, 37, 192, 37, 151, 134, 34, 0, 49, 7, 97, 42, 53, 10, 231, 26, 20, 3, 56, 10, 3, 8, 52, 4, 121, 192, 50, 13, 1, 7, 8, 66, 116, 21, 83, 6, 389, 2, 89, 570, 46, 232, 41, 50, 10, 19, 3, 9, 726, 4, 23, 509, 22, 253, 5, 206, 11, 5, 7, 143, 16, 4, 1216, 157, 9, 67, 7, 152, 704]"
2018-11-28,"[9, 39, 54, 84, 36, 35, 18, 83, 11, 136, 36, 41, 490, 304, 41, 12, 9, 10, 15, 479, 1, 17, 852, 124, 19, 26, 158, 49, 168, 224, 36, 0, 57, 12, 150, 23, 42, 8, 344, 25, 12, 8, 59, 8, 8, 4, 33, 7, 152, 174, 43, 11, 0, 4, 4, 65, 172, 14, 30, 19, 406, 0, 83, 545, 49, 229, 59, 47, 9, 13, 1, 8, 750, 6, 18, 606, 11, 245, 11, 211, 9, 13, 2, 134, 14, 3, 1438, 152, 8, 77, 12, 138, 678]"
2018-11-29,"[10, 29, 63, 54, 18, 31, 17, 19, 5, 93, 27, 24, 455, 302, 25, 12, 11, 5, 18, 403, 0, 16, 683, 95, 17, 37, 160, 48, 122, 147, 33, 1, 75, 8, 123, 20, 59, 2, 270, 18, 12, 9, 43, 2, 6, 7, 29, 5, 128, 154, 51, 9, 0, 7, 2, 69, 128, 24, 28, 11, 321, 0, 77, 542, 42, 223, 27, 59, 8, 13, 2, 6, 724, 0, 16, 496, 16, 228, 8, 165, 15, 18, 3, 117, 16, 7, 1225, 166, 7, 76, 2, 133, 591]"
2018-11-30,"[7, 20, 47, 56, 34, 29, 8, 69, 7, 42, 24, 13, 360, 263, 19, 19, 7, 10, 14, 312, 0, 24, 587, 85, 16, 44, 172, 39, 123, 134, 23, 1, 50, 10, 110, 10, 37, 4, 195, 21, 21, 3, 39, 4, 1, 6, 20, 8, 119, 142, 48, 13, 1, 1, 1, 64, 137, 14, 22, 6, 267, 0, 80, 507, 38, 286, 27, 50, 6, 21, 3, 8, 725, 5, 15, 393, 11, 191, 7, 144, 18, 12, 3, 100, 21, 5, 1091, 116, 2, 63, 4, 85, 486]"
2018-12-01,"[4, 25, 38, 59, 26, 24, 11, 35, 2, 34, 26, 15, 256, 216, 18, 14, 6, 9, 7, 243, 0, 14, 453, 53, 23, 24, 93, 38, 101, 111, 17, 0, 39, 3, 89, 19, 50, 6, 169, 11, 10, 3, 28, 5, 2, 4, 27, 3, 85, 114, 38, 1, 0, 5, 1, 31, 75, 10, 9, 2, 222, 0, 51, 368, 38, 187, 24, 43, 8, 29, 1, 4, 581, 3, 6, 305, 10, 178, 1, 163, 6, 2, 2, 88, 12, 0, 866, 115, 2, 75, 4, 71, 409]"
2018-12-02,"[5, 26, 31, 44, 12, 36, 13, 21, 5, 41, 14, 17, 257, 227, 12, 13, 3, 7, 8, 224, 2, 20, 452, 46, 23, 30, 95, 29, 100, 120, 25, 0, 33, 7, 78, 8, 27, 5, 152, 13, 8, 5, 24, 3, 4, 4, 28, 2, 99, 109, 31, 1, 0, 4, 2, 21, 71, 5, 25, 7, 226, 0, 68, 351, 38, 167, 14, 34, 3, 14, 1, 4, 541, 4, 6, 298, 8, 161, 1, 187, 5, 2, 2, 74, 6, 1, 805, 102, 1, 53, 4, 107, 374]"
2018-12-03,"[8, 24, 53, 63, 19, 35, 22, 27, 5, 44, 15, 13, 369, 262, 30, 19, 20, 6, 21, 324, 0, 20, 628, 77, 9, 32, 161, 44, 137, 125, 32, 0, 55, 11, 100, 20, 34, 8, 190, 23, 10, 5, 33, 6, 3, 5, 32, 4, 110, 130, 50, 3, 0, 4, 2, 76, 111, 13, 25, 2, 303, 0, 44, 468, 38, 264, 22, 51, 8, 24, 1, 9, 731, 4, 20, 403, 12, 218, 2, 190, 16, 6, 1, 100, 13, 1, 1160, 123, 4, 58, 4, 107, 568]"
2018-12-04,"[5, 24, 36, 66, 24, 40, 23, 11, 5, 66, 19, 9, 357, 267, 22, 23, 10, 7, 21, 342, 2, 22, 582, 109, 19, 38, 154, 57, 149, 117, 35, 1, 40, 6, 100, 32, 41, 4, 187, 23, 12, 3, 31, 5, 5, 5, 40, 5, 111, 149, 46, 18, 0, 0, 2, 49, 106, 9, 30, 5, 302, 1, 70, 485, 47, 246, 41, 50, 14, 34, 3, 7, 755, 2, 20, 446, 12, 201, 6, 173, 28, 5, 7, 100, 17, 3, 1072, 111, 3, 68, 3, 115, 584]"
2018-12-05,"[3, 27, 30, 67, 32, 46, 12, 15, 4, 65, 29, 18, 352, 273, 18, 21, 11, 5, 21, 305, 1, 25, 576, 93, 20, 33, 146, 45, 124, 123, 24, 0, 31, 6, 89, 22, 67, 2, 186, 20, 21, 4, 34, 4, 1, 10, 31, 3, 91, 149, 42, 9, 0, 4, 3, 58, 72, 16, 30, 2, 320, 1, 72, 480, 40, 175, 29, 63, 9, 20, 1, 4, 694, 3, 20, 400, 13, 208, 7, 165, 29, 3, 5, 119, 18, 1, 1011, 149, 6, 56, 4, 106, 542]"
2018-12-06,"[5, 36, 28, 58, 29, 37, 20, 85, 2, 62, 38, 12, 388, 278, 17, 31, 12, 7, 22, 337, 6, 15, 683, 96, 14, 36, 168, 61, 138, 159, 22, 1, 30, 11, 106, 35, 68, 3, 216, 16, 12, 7, 48, 2, 7, 10, 41, 1, 115, 159, 31, 7, 8, 3, 3, 49, 129, 11, 33, 3, 262, 0, 54, 474, 45, 166, 28, 51, 27, 15, 1, 6, 692, 3, 25, 456, 13, 214, 4, 198, 26, 2, 4, 105, 22, 5, 1257, 112, 4, 53, 5, 87, 571]"
2018-12-07,"[5, 39, 19, 74, 34, 42, 28, 134, 7, 125, 41, 23, 487, 255, 32, 29, 10, 12, 18, 386, 12, 22, 895, 118, 45, 27, 218, 105, 185, 189, 30, 1, 20, 15, 123, 27, 58, 5, 262, 31, 12, 6, 50, 3, 9, 4, 33, 3, 110, 158, 45, 1, 1, 9, 7, 54, 150, 16, 24, 8, 399, 1, 53, 469, 49, 186, 50, 50, 19, 23, 4, 3, 705, 2, 25, 557, 10, 248, 16, 195, 19, 18, 7, 186, 11, 6, 1564, 131, 11, 57, 7, 124, 764]"
2018-12-08,"[5, 10, 25, 48, 11, 16, 9, 30, 4, 83, 24, 10, 269, 197, 16, 12, 5, 5, 9, 224, 1, 6, 437, 60, 14, 15, 133, 42, 105, 104, 12, 0, 25, 7, 78, 11, 48, 6, 140, 12, 10, 7, 28, 11, 3, 3, 17, 2, 69, 87, 23, 6, 0, 3, 6, 33, 59, 11, 12, 4, 289, 0, 45, 326, 14, 140, 29, 48, 15, 12, 0, 9, 465, 3, 18, 302, 8, 169, 7, 128, 7, 7, 0, 87, 7, 3, 883, 93, 4, 33, 5, 90, 429]"
2018-12-09,"[4, 13, 30, 36, 11, 34, 14, 27, 4, 56, 19, 17, 255, 222, 11, 14, 7, 1, 10, 233, 3, 15, 457, 57, 10, 22, 93, 44, 102, 101, 27, 0, 36, 3, 91, 13, 43, 2, 153, 7, 16, 9, 32, 1, 8, 3, 26, 9, 79, 122, 30, 11, 0, 5, 1, 22, 89, 8, 13, 6, 237, 0, 62, 346, 19, 106, 27, 39, 6, 9, 1, 9, 453, 1, 8, 311, 7, 165, 8, 158, 7, 3, 0, 90, 6, 3, 816, 98, 0, 38, 2, 84, 425]"
2018-12-10,"[5, 8, 36, 52, 20, 30, 17, 30, 3, 49, 12, 10, 285, 210, 12, 9, 3, 4, 11, 246, 1, 12, 412, 55, 12, 21, 123, 32, 93, 82, 14, 1, 38, 5, 83, 13, 48, 4, 144, 15, 6, 2, 19, 4, 3, 7, 17, 3, 70, 103, 34, 8, 0, 4, 3, 33, 96, 9, 11, 3, 219, 0, 70, 358, 24, 145, 18, 33, 8, 14, 4, 4, 525, 4, 16, 303, 20, 167, 7, 140, 5, 9, 2, 62, 8, 1, 846, 84, 0, 39, 0, 96, 432]"
2018-12-11,"[7, 12, 22, 24, 13, 14, 8, 20, 0, 24, 13, 3, 169, 137, 7, 6, 4, 3, 8, 140, 0, 12, 283, 41, 11, 6, 73, 23, 59, 45, 18, 0, 23, 3, 59, 8, 23, 1, 88, 12, 27, 2, 16, 5, 4, 3, 10, 1, 53, 63, 21, 8, 1, 2, 10, 22, 37, 11, 9, 0, 150, 0, 44, 216, 18, 59, 14, 18, 8, 3, 0, 5, 290, 3, 10, 210, 16, 108, 2, 88, 8, 0, 1, 59, 7, 4, 466, 69, 2, 36, 3, 67, 306]"
2018-12-12,"[6, 25, 73, 47, 17, 35, 11, 13, 1, 52, 24, 24, 301, 246, 14, 13, 3, 3, 8, 254, 2, 14, 474, 68, 16, 29, 110, 33, 106, 107, 26, 2, 79, 14, 92, 16, 44, 3, 154, 26, 22, 5, 39, 9, 2, 4, 24, 2, 90, 197, 44, 10, 0, 4, 3, 28, 71, 23, 14, 12, 277, 0, 195, 494, 41, 239, 25, 36, 9, 18, 4, 4, 723, 2, 13, 356, 27, 193, 12, 177, 8, 4, 1, 78, 14, 3, 954, 125, 4, 52, 6, 88, 465]"
2018-12-13,"[5, 20, 43, 62, 18, 28, 10, 6, 4, 40, 7, 15, 274, 278, 13, 22, 9, 6, 9, 240, 1, 10, 508, 90, 19, 22, 108, 37, 94, 113, 13, 0, 47, 7, 78, 14, 38, 6, 148, 24, 16, 8, 23, 5, 3, 4, 19, 4, 80, 151, 34, 11, 2, 5, 1, 38, 57, 16, 20, 3, 281, 0, 69, 470, 40, 123, 23, 59, 13, 22, 1, 17, 582, 1, 12, 364, 20, 206, 6, 146, 7, 9, 18, 88, 18, 2, 1005, 102, 4, 77, 4, 92, 466]"
2018-12-14,"[9, 28, 75, 73, 12, 28, 18, 9, 4, 61, 15, 23, 306, 267, 22, 28, 12, 2, 11, 288, 0, 8, 567, 77, 20, 20, 138, 43, 130, 96, 24, 2, 87, 13, 81, 25, 40, 1, 173, 22, 14, 5, 43, 9, 0, 6, 13, 7, 106, 135, 37, 4, 0, 5, 1, 29, 76, 15, 17, 10, 303, 1, 66, 475, 43, 119, 35, 50, 9, 11, 2, 7, 565, 6, 16, 400, 10, 194, 11, 182, 3, 6, 6, 104, 6, 3, 1031, 107, 12, 63, 4, 115, 584]"
2018-12-15,"[5, 29, 27, 58, 16, 33, 22, 4, 4, 60, 6, 10, 220, 228, 17, 18, 5, 4, 7, 220, 4, 28, 414, 59, 13, 25, 82, 21, 111, 85, 23, 0, 31, 6, 68, 35, 33, 2, 110, 19, 12, 5, 28, 2, 4, 1, 25, 5, 94, 117, 54, 0, 2, 4, 3, 28, 76, 9, 8, 1, 303, 1, 90, 347, 34, 114, 16, 61, 9, 16, 5, 5, 527, 4, 18, 311, 11, 167, 2, 179, 6, 4, 2, 89, 10, 2, 828, 92, 4, 69, 1, 92, 547]"
2018-12-16,"[8, 20, 18, 35, 10, 38, 16, 8, 3, 44, 10, 8, 203, 208, 17, 11, 10, 9, 5, 216, 0, 21, 372, 59, 16, 16, 67, 34, 90, 92, 15, 1, 21, 7, 86, 22, 54, 7, 125, 22, 13, 14, 29, 7, 4, 6, 15, 2, 79, 90, 36, 4, 0, 6, 3, 17, 59, 4, 10, 1, 247, 0, 50, 369, 35, 79, 15, 43, 6, 17, 2, 5, 476, 2, 22, 292, 7, 136, 4, 176, 4, 3, 4, 54, 7, 1, 702, 115, 8, 45, 4, 80, 431]"
2018-12-17,"[3, 24, 45, 65, 24, 59, 16, 5, 5, 72, 17, 33, 353, 327, 18, 24, 10, 8, 11, 380, 0, 28, 627, 103, 22, 35, 97, 56, 139, 161, 24, 1, 50, 6, 109, 26, 55, 4, 257, 23, 18, 8, 32, 7, 7, 6, 46, 4, 104, 141, 50, 3, 2, 4, 5, 41, 115, 10, 16, 12, 344, 1, 67, 525, 67, 156, 33, 49, 13, 24, 0, 11, 717, 7, 21, 529, 10, 234, 7, 212, 11, 9, 4, 93, 21, 1, 1139, 163, 5, 47, 17, 118, 651]"
2018-12-18,"[11, 23, 43, 55, 12, 31, 16, 5, 3, 53, 18, 13, 339, 259, 11, 17, 6, 6, 13, 305, 1, 20, 488, 92, 9, 21, 104, 47, 106, 118, 30, 0, 44, 14, 100, 18, 63, 3, 229, 23, 27, 4, 23, 4, 6, 4, 19, 4, 105, 131, 51, 1, 0, 12, 1, 37, 78, 10, 11, 6, 258, 0, 69, 487, 39, 141, 17, 49, 13, 25, 2, 12, 610, 5, 10, 417, 10, 185, 6, 199, 3, 7, 10, 81, 11, 2, 995, 134, 8, 73, 4, 109, 476]"
2018-12-19,"[11, 25, 38, 59, 44, 40, 18, 14, 8, 97, 18, 32, 428, 291, 27, 21, 7, 5, 6, 402, 1, 14, 723, 115, 15, 28, 131, 110, 144, 166, 18, 1, 43, 15, 126, 15, 64, 4, 263, 36, 9, 11, 47, 10, 1, 2, 25, 4, 101, 189, 35, 6, 7, 6, 0, 44, 71, 15, 16, 20, 349, 0, 83, 537, 33, 151, 28, 57, 13, 28, 3, 9, 656, 6, 23, 526, 29, 230, 7, 183, 6, 10, 6, 110, 20, 2, 1305, 126, 14, 48, 4, 107, 587]"
2018-12-20,"[11, 34, 37, 83, 16, 41, 14, 7, 7, 58, 16, 30, 402, 314, 15, 21, 1, 5, 20, 369, 1, 24, 745, 113, 18, 20, 131, 75, 156, 192, 30, 0, 40, 13, 105, 24, 42, 5, 254, 31, 13, 10, 52, 4, 1, 5, 24, 3, 77, 157, 46, 11, 0, 6, 4, 44, 69, 22, 17, 15, 333, 0, 76, 507, 56, 183, 32, 73, 16, 17, 0, 5, 658, 2, 24, 516, 27, 224, 8, 178, 7, 25, 1, 111, 16, 5, 1304, 107, 8, 66, 6, 93, 584]"
2018-12-21,"[2, 20, 26, 47, 10, 40, 15, 3, 1, 44, 15, 11, 308, 279, 18, 14, 6, 3, 14, 292, 0, 19, 524, 81, 16, 27, 98, 42, 110, 159, 9, 0, 26, 7, 96, 21, 73, 3, 193, 16, 11, 4, 27, 1, 3, 3, 29, 2, 103, 123, 35, 10, 3, 5, 3, 23, 84, 17, 16, 5, 252, 0, 86, 497, 43, 155, 33, 74, 15, 22, 2, 8, 647, 1, 24, 374, 31, 168, 13, 180, 2, 15, 17, 67, 18, 1, 1057, 103, 3, 62, 4, 100, 436]"
2018-12-22,"[3, 16, 41, 47, 13, 30, 5, 1, 3, 29, 8, 9, 181, 182, 9, 14, 3, 4, 3, 204, 3, 16, 345, 57, 6, 13, 82, 21, 75, 113, 9, 0, 44, 0, 85, 7, 51, 2, 107, 19, 2, 1, 10, 1, 4, 3, 12, 0, 70, 102, 22, 3, 1, 8, 1, 31, 62, 19, 36, 1, 198, 0, 59, 353, 28, 104, 12, 34, 17, 10, 4, 6, 465, 1, 13, 231, 6, 155, 5, 108, 5, 8, 13, 54, 4, 1, 761, 61, 2, 49, 5, 71, 280]"
2018-12-23,"[2, 10, 36, 54, 10, 32, 13, 7, 3, 27, 12, 14, 257, 224, 15, 27, 6, 6, 3, 236, 3, 23, 381, 67, 9, 12, 74, 33, 111, 118, 17, 0, 37, 8, 63, 9, 37, 3, 155, 34, 7, 6, 26, 4, 5, 7, 23, 1, 69, 106, 34, 2, 1, 2, 0, 17, 46, 9, 12, 4, 216, 0, 62, 375, 22, 127, 17, 49, 9, 9, 3, 6, 490, 0, 15, 344, 10, 174, 5, 158, 1, 5, 4, 52, 6, 0, 857, 75, 6, 28, 7, 77, 351]"
2018-12-24,"[8, 12, 28, 48, 15, 32, 16, 8, 1, 30, 28, 18, 288, 171, 9, 14, 5, 2, 6, 259, 4, 9, 497, 82, 17, 10, 88, 39, 78, 147, 10, 0, 31, 10, 78, 31, 57, 13, 192, 39, 6, 3, 26, 1, 1, 5, 19, 7, 73, 114, 43, 1, 0, 4, 3, 33, 79, 11, 8, 7, 238, 1, 39, 375, 10, 141, 23, 47, 28, 13, 2, 6, 497, 3, 18, 401, 11, 166, 5, 165, 1, 8, 3, 76, 10, 0, 935, 77, 1, 52, 5, 100, 377]"
2018-12-25,"[5, 14, 27, 24, 9, 24, 9, 2, 2, 23, 20, 11, 188, 148, 12, 9, 2, 6, 2, 189, 0, 15, 364, 54, 15, 10, 76, 25, 72, 90, 13, 0, 36, 7, 57, 17, 40, 0, 102, 33, 4, 4, 26, 6, 2, 3, 19, 2, 67, 88, 32, 2, 0, 0, 1, 26, 53, 12, 10, 5, 176, 1, 38, 351, 21, 125, 14, 20, 9, 7, 2, 3, 428, 1, 8, 245, 12, 126, 4, 152, 0, 15, 1, 51, 8, 4, 700, 64, 3, 38, 0, 59, 327]"
2018-12-26,"[8, 17, 30, 29, 17, 32, 6, 4, 4, 26, 11, 6, 205, 165, 9, 14, 1, 6, 5, 209, 1, 15, 328, 47, 5, 18, 81, 21, 72, 93, 8, 1, 37, 1, 66, 20, 42, 3, 127, 16, 8, 3, 13, 6, 4, 4, 22, 1, 83, 102, 33, 5, 2, 5, 0, 24, 47, 9, 10, 2, 160, 0, 52, 326, 29, 136, 12, 25, 10, 17, 2, 2, 525, 2, 10, 264, 10, 133, 4, 169, 3, 4, 2, 43, 3, 4, 699, 82, 1, 48, 3, 68, 323]"
2018-12-27,"[20, 12, 20, 42, 10, 36, 8, 5, 2, 42, 9, 6, 214, 222, 15, 16, 5, 3, 5, 231, 2, 19, 441, 53, 6, 13, 93, 32, 98, 103, 26, 0, 27, 7, 73, 11, 66, 4, 116, 18, 7, 6, 20, 7, 2, 1, 26, 5, 82, 107, 40, 6, 3, 3, 0, 17, 58, 12, 5, 1, 245, 0, 70, 436, 50, 148, 25, 35, 24, 15, 1, 3, 590, 1, 20, 279, 11, 164, 3, 205, 3, 7, 3, 78, 9, 1, 792, 122, 5, 71, 4, 69, 426]"
2018-12-28,"[12, 18, 33, 23, 11, 36, 13, 4, 4, 35, 14, 19, 243, 236, 21, 14, 8, 8, 11, 242, 0, 22, 436, 52, 15, 20, 98, 29, 90, 157, 17, 1, 43, 7, 89, 16, 52, 1, 151, 16, 15, 0, 18, 1, 5, 3, 19, 4, 100, 129, 43, 5, 2, 3, 1, 22, 69, 8, 16, 9, 239, 0, 108, 424, 44, 155, 15, 54, 17, 25, 0, 5, 589, 2, 11, 316, 8, 181, 9, 164, 16, 8, 4, 64, 7, 4, 857, 93, 6, 53, 1, 96, 407]"
2018-12-29,"[11, 21, 27, 30, 9, 39, 11, 8, 1, 16, 11, 7, 201, 245, 18, 12, 5, 9, 4, 171, 0, 23, 309, 54, 9, 21, 55, 17, 90, 87, 14, 0, 33, 11, 52, 21, 43, 3, 135, 19, 10, 3, 23, 11, 5, 5, 30, 10, 85, 101, 40, 4, 0, 6, 1, 23, 62, 5, 15, 1, 208, 0, 113, 399, 47, 122, 20, 42, 16, 14, 0, 2, 547, 2, 16, 305, 11, 140, 6, 195, 4, 3, 6, 47, 12, 1, 721, 118, 4, 64, 1, 100, 404]"
2018-12-30,"[4, 13, 31, 36, 8, 26, 11, 3, 6, 15, 13, 6, 197, 214, 9, 13, 3, 6, 9, 193, 0, 24, 359, 57, 13, 9, 53, 22, 71, 86, 24, 1, 34, 6, 69, 24, 43, 3, 106, 17, 4, 2, 24, 8, 10, 0, 50, 4, 78, 76, 33, 2, 0, 6, 0, 29, 53, 6, 16, 2, 213, 0, 50, 367, 36, 114, 22, 44, 14, 30, 3, 1, 505, 2, 10, 234, 8, 124, 11, 169, 10, 6, 6, 51, 9, 1, 673, 88, 8, 53, 5, 75, 355]"
2018-12-31,"[14, 22, 22, 33, 11, 41, 14, 5, 6, 19, 12, 12, 249, 219, 15, 22, 14, 6, 6, 189, 1, 35, 339, 59, 5, 17, 63, 6, 112, 83, 21, 0, 26, 11, 64, 21, 48, 4, 158, 73, 6, 2, 26, 14, 6, 3, 24, 8, 80, 115, 34, 3, 0, 2, 0, 25, 58, 3, 30, 2, 252, 0, 64, 389, 45, 107, 10, 42, 15, 27, 1, 1, 554, 3, 15, 399, 12, 148, 7, 159, 3, 3, 5, 46, 3, 1, 766, 123, 6, 34, 3, 135, 427]"
2019-01-01,"[5, 13, 38, 27, 10, 30, 13, 8, 3, 11, 11, 6, 192, 194, 13, 10, 7, 7, 4, 161, 1, 22, 251, 57, 13, 16, 42, 10, 77, 81, 13, 0, 43, 2, 50, 22, 47, 2, 106, 69, 2, 2, 22, 5, 3, 0, 15, 5, 96, 88, 36, 2, 2, 8, 0, 22, 39, 0, 11, 2, 147, 0, 48, 364, 28, 97, 14, 37, 11, 22, 0, 2, 466, 0, 18, 307, 4, 120, 5, 169, 3, 4, 3, 33, 2, 2, 646, 107, 4, 31, 0, 72, 317]"
2019-01-02,"[11, 24, 36, 36, 22, 44, 9, 10, 7, 27, 11, 10, 264, 247, 14, 19, 10, 11, 8, 248, 0, 42, 405, 68, 15, 14, 64, 19, 98, 107, 13, 1, 37, 6, 68, 16, 49, 2, 162, 26, 5, 5, 25, 8, 5, 5, 21, 5, 97, 117, 34, 8, 4, 1, 1, 25, 56, 12, 11, 4, 256, 0, 76, 452, 46, 137, 19, 55, 19, 19, 3, 4, 635, 3, 28, 375, 14, 154, 6, 186, 4, 6, 3, 60, 10, 1, 843, 107, 2, 55, 2, 104, 397]"
2019-01-03,"[6, 30, 71, 38, 18, 64, 12, 8, 1, 17, 11, 14, 304, 308, 18, 20, 5, 13, 14, 251, 2, 27, 406, 121, 15, 11, 89, 20, 104, 78, 20, 0, 74, 4, 73, 29, 42, 4, 177, 268, 10, 6, 45, 12, 5, 6, 22, 9, 116, 149, 53, 3, 1, 6, 1, 25, 62, 11, 44, 2, 332, 1, 70, 516, 51, 145, 19, 51, 11, 32, 3, 1, 738, 5, 19, 616, 19, 232, 3, 201, 4, 9, 0, 76, 10, 1, 857, 160, 6, 71, 4, 136, 483]"
2019-01-04,"[8, 16, 45, 39, 12, 40, 16, 5, 3, 26, 12, 16, 256, 302, 21, 16, 7, 15, 14, 228, 1, 25, 373, 92, 17, 12, 77, 17, 80, 96, 12, 0, 47, 5, 70, 27, 64, 6, 154, 64, 4, 8, 27, 5, 5, 8, 29, 6, 94, 124, 33, 11, 1, 5, 1, 24, 55, 16, 14, 2, 286, 1, 86, 483, 48, 121, 15, 63, 10, 18, 2, 5, 639, 2, 23, 445, 22, 170, 1, 200, 4, 10, 12, 60, 11, 2, 735, 158, 1, 57, 4, 114, 439]"
2019-01-05,"[3, 16, 32, 31, 10, 37, 10, 4, 2, 17, 7, 11, 214, 227, 16, 16, 7, 4, 8, 199, 0, 19, 343, 58, 9, 15, 42, 15, 87, 92, 12, 0, 38, 3, 50, 26, 37, 12, 128, 16, 11, 5, 40, 4, 4, 3, 25, 12, 84, 108, 38, 1, 0, 1, 0, 16, 46, 9, 18, 0, 270, 0, 70, 368, 32, 98, 25, 52, 5, 35, 0, 1, 480, 3, 16, 312, 7, 146, 3, 194, 6, 2, 0, 61, 14, 1, 692, 117, 6, 61, 2, 103, 376]"
2019-01-06,"[0, 28, 24, 33, 11, 32, 14, 3, 3, 28, 7, 10, 300, 193, 18, 16, 9, 1, 4, 284, 1, 14, 456, 65, 12, 10, 87, 33, 104, 136, 18, 1, 25, 5, 81, 14, 36, 6, 188, 16, 6, 2, 33, 4, 4, 2, 25, 6, 82, 98, 42, 11, 0, 1, 2, 22, 35, 10, 9, 4, 264, 0, 49, 322, 46, 101, 21, 38, 14, 31, 0, 0, 492, 1, 21, 377, 8, 155, 9, 153, 3, 2, 3, 65, 10, 1, 834, 92, 3, 60, 4, 105, 441]"
2019-01-07,"[10, 32, 36, 31, 12, 45, 16, 41, 12, 30, 6, 14, 261, 254, 20, 15, 13, 3, 5, 254, 2, 22, 442, 73, 8, 10, 62, 33, 104, 117, 21, 0, 39, 7, 62, 28, 59, 4, 175, 22, 5, 13, 34, 3, 4, 0, 31, 4, 98, 127, 58, 8, 1, 0, 0, 17, 91, 6, 15, 3, 275, 0, 77, 468, 43, 118, 29, 51, 14, 26, 4, 10, 646, 5, 18, 383, 6, 155, 8, 196, 5, 8, 2, 62, 15, 1, 846, 142, 4, 57, 3, 111, 478]"
2019-01-08,"[2, 6, 7, 25, 8, 15, 6, 20, 4, 17, 4, 0, 83, 72, 6, 8, 1, 1, 0, 95, 0, 4, 150, 18, 5, 5, 28, 11, 30, 35, 12, 0, 7, 3, 18, 6, 15, 2, 49, 6, 2, 2, 10, 1, 0, 1, 17, 2, 42, 44, 15, 2, 3, 0, 0, 5, 29, 8, 5, 0, 86, 0, 16, 165, 13, 53, 10, 12, 5, 5, 0, 5, 247, 0, 7, 124, 3, 78, 1, 75, 1, 5, 6, 27, 2, 2, 299, 40, 0, 40, 0, 34, 162]"
