Timestamp,trade-volume
2018-08-26 00:00:00,282579594.6204
2018-08-27 00:00:00,263159844.6008
2018-08-28 00:00:00,379623198.8406
2018-08-29 00:00:00,511091113.8893
2018-08-30 00:00:00,351264808.8033
2018-08-31 00:00:00,429118456.8396
2018-09-01 00:00:00,371447313.6576
2018-09-02 00:00:00,348795302.9987
2018-09-03 00:00:00,518267600.9184
2018-09-04 00:00:00,347423826.5848
2018-09-05 00:00:00,386030947.7397
2018-09-06 00:00:00,753090196.1788
2018-09-07 00:00:00,771294810.4338
2018-09-08 00:00:00,353565281.1195
2018-09-09 00:00:00,327633539.5398
2018-09-10 00:00:00,277073175.0644
2018-09-11 00:00:00,289718059.6146
2018-09-12 00:00:00,343623616.3374
2018-09-13 00:00:00,310389619.7556
2018-09-14 00:00:00,380730086.292
2018-09-15 00:00:00,278515934.2016
2018-09-16 00:00:00,162919518.615
2018-09-17 00:00:00,165027415.3407
2018-09-18 00:00:00,366988698.6127
2018-09-19 00:00:00,286102549.0962
2018-09-20 00:00:00,487450111.559
2018-09-21 00:00:00,320457306.3066
2018-09-22 00:00:00,562369970.232
2018-09-23 00:00:00,323392799.588
2018-09-24 00:00:00,214168587.7968
2018-09-25 00:00:00,331869673.6305
2018-09-26 00:00:00,409764591.9065
2018-09-27 00:00:00,276943856.128
2018-09-28 00:00:00,346892752.0064
2018-09-29 00:00:00,462368258.114
2018-09-30 00:00:00,268013890.24
2018-10-01 00:00:00,218012664.3032
2018-10-02 00:00:00,270638422.6546
2018-10-03 00:00:00,280887690.2868
2018-10-04 00:00:00,303440379.4444
2018-10-05 00:00:00,244732311.8328
2018-10-06 00:00:00,240826210.7256
2018-10-07 00:00:00,161983068.3956
2018-10-08 00:00:00,141209994.402
2018-10-09 00:00:00,269263759.0545
2018-10-10 00:00:00,193623568.374
2018-10-11 00:00:00,279347797.0719
2018-10-12 00:00:00,658363071.3086
2018-10-13 00:00:00,215730649.56
2018-10-14 00:00:00,154622486.438
2018-10-15 00:00:00,226762328.7688
2018-10-16 00:00:00,1178100920.2503
2018-10-17 00:00:00,372554832.072
2018-10-18 00:00:00,218870548.3378
2018-10-19 00:00:00,296802022.5684
2018-10-20 00:00:00,202030698.0724
2018-10-21 00:00:00,166168766.8428
2018-10-22 00:00:00,134160567.1176
2018-10-23 00:00:00,193837811.0214
2018-10-24 00:00:00,218757551.805
2018-10-25 00:00:00,230782191.7884
2018-10-26 00:00:00,196736097.2952
2018-10-27 00:00:00,207220114.107
2018-10-28 00:00:00,141089199.0627
2018-10-29 00:00:00,126801321.5448
2018-10-30 00:00:00,347702119.501
2018-10-31 00:00:00,237445610.0415
2018-11-01 00:00:00,232850455.9906
2018-11-02 00:00:00,198797396.364
2018-11-03 00:00:00,191863094.391
2018-11-04 00:00:00,174563105.046
2018-11-05 00:00:00,185104915.1
2018-11-06 00:00:00,161192819.424
2018-11-07 00:00:00,225775396.44
2018-11-08 00:00:00,264201215.2639
2018-11-09 00:00:00,268942797.627
2018-11-10 00:00:00,217084527.684
2018-11-11 00:00:00,115043643.2184
2018-11-12 00:00:00,149652633.413
2018-11-13 00:00:00,192257208.915
2018-11-14 00:00:00,238882631.625
2018-11-15 00:00:00,1068777739.766
2018-11-16 00:00:00,824845117.9738
2018-11-17 00:00:00,377515424.4078
2018-11-18 00:00:00,187745032.4724
2018-11-19 00:00:00,215735177.996
2018-11-20 00:00:00,1050101739.234
2018-11-21 00:00:00,1455657697.6194
2018-11-22 00:00:00,714495051.5428
2018-11-23 00:00:00,377515098.5929
2018-11-24 00:00:00,489895164.5904
2018-11-25 00:00:00,606098172.2453
2018-11-26 00:00:00,929763666.5408
2018-11-27 00:00:00,784661844.5325
2018-11-28 00:00:00,629563908.9975
2018-11-29 00:00:00,785160275.9805
2018-11-30 00:00:00,564041239.0394
2018-12-01 00:00:00,587915219.4888
2018-12-02 00:00:00,338385023.9682
2018-12-03 00:00:00,314509624.5
2018-12-04 00:00:00,439270976.9205
2018-12-05 00:00:00,387631022.5008
2018-12-06 00:00:00,412960592.3912
2018-12-07 00:00:00,549968243.7802
2018-12-08 00:00:00,803255174.5758
2018-12-09 00:00:00,501085554.5682
2018-12-10 00:00:00,324458240.1972
2018-12-11 00:00:00,365665861.8942
2018-12-12 00:00:00,306997665.7128
2018-12-13 00:00:00,300332650.4533
2018-12-14 00:00:00,356414348.9127
2018-12-15 00:00:00,406362868.6126
2018-12-16 00:00:00,215891781.9146
2018-12-17 00:00:00,240419048.956
2018-12-18 00:00:00,501899316.0194
2018-12-19 00:00:00,534591295.3809
