Timestamp,blocks-size
2019-06-01 00:00:00,222339.547305
2019-06-02 00:00:00,222527.409945
2019-06-03 00:00:00,222684.563661
2019-06-04 00:00:00,222834.272547
2019-06-05 00:00:00,223027.235978
2019-06-06 00:00:00,223225.644072
2019-06-07 00:00:00,223407.690291
2019-06-08 00:00:00,223595.152395
2019-06-09 00:00:00,223736.207055
2019-06-10 00:00:00,223873.351287
2019-06-11 00:00:00,224053.917507
2019-06-12 00:00:00,224233.905137
2019-06-13 00:00:00,224398.91965
2019-06-14 00:00:00,224589.803271
2019-06-15 00:00:00,224807.881111
2019-06-16 00:00:00,224988.067815
2019-06-17 00:00:00,225140.647696
2019-06-18 00:00:00,225304.793733
2019-06-19 00:00:00,225506.414555
2019-06-20 00:00:00,225711.557661
2019-06-21 00:00:00,225890.913325
2019-06-22 00:00:00,226059.321872
2019-06-23 00:00:00,226229.772398
2019-06-24 00:00:00,226442.962496
2019-06-25 00:00:00,226658.333472
2019-06-26 00:00:00,226840.29132
2019-06-27 00:00:00,227045.048426
2019-06-28 00:00:00,227220.251624
2019-06-29 00:00:00,227424.990175
2019-06-30 00:00:00,227624.632208
2019-07-01 00:00:00,227777.150148
2019-07-02 00:00:00,227957.952667
2019-07-03 00:00:00,228153.61811
2019-07-04 00:00:00,228357.70459
2019-07-05 00:00:00,228548.087572
2019-07-06 00:00:00,228742.172631
2019-07-07 00:00:00,228902.120138
2019-07-08 00:00:00,229048.63055
2019-07-09 00:00:00,229238.101719
2019-07-10 00:00:00,229415.925063
2019-07-11 00:00:00,229579.90479
2019-07-12 00:00:00,229741.61774
2019-07-13 00:00:00,229943.858127
2019-07-14 00:00:00,230091.477372
2019-07-15 00:00:00,230229.655006
2019-07-16 00:00:00,230395.555516
2019-07-17 00:00:00,230573.57323
2019-07-18 00:00:00,230727.03344
2019-07-19 00:00:00,230879.587951
2019-07-20 00:00:00,231028.640906
2019-07-21 00:00:00,231213.438146
2019-07-22 00:00:00,231346.209473
2019-07-23 00:00:00,231504.899783
2019-07-24 00:00:00,231662.759248
2019-07-25 00:00:00,231816.741978
2019-07-26 00:00:00,231986.617108
2019-07-27 00:00:00,232145.496258
2019-07-28 00:00:00,232275.805003
2019-07-29 00:00:00,232398.847499
2019-07-30 00:00:00,232560.532224
2019-07-31 00:00:00,232725.742539
2019-08-01 00:00:00,232898.747652
2019-08-02 00:00:00,233061.921533
2019-08-03 00:00:00,233236.359166
2019-08-04 00:00:00,233382.103548
2019-08-05 00:00:00,233521.044438
2019-08-06 00:00:00,233689.600826
2019-08-07 00:00:00,233874.106784
2019-08-08 00:00:00,234047.69469
2019-08-09 00:00:00,234223.828708
2019-08-10 00:00:00,234393.026372
2019-08-11 00:00:00,234531.074776
2019-08-12 00:00:00,234652.174757
2019-08-13 00:00:00,234790.116858
2019-08-14 00:00:00,234976.947991
2019-08-15 00:00:00,235149.733387
2019-08-16 00:00:00,235316.927873
2019-08-17 00:00:00,235469.708276
2019-08-18 00:00:00,235597.285644
2019-08-19 00:00:00,235716.924042
2019-08-20 00:00:00,235870.060084
2019-08-21 00:00:00,236034.724635
2019-08-22 00:00:00,236196.601122
2019-08-23 00:00:00,236371.469312
2019-08-24 00:00:00,236539.004265
2019-08-25 00:00:00,236695.323654
2019-08-26 00:00:00,236820.076393
2019-08-27 00:00:00,236980.435346
2019-08-28 00:00:00,237137.021095
2019-08-29 00:00:00,237293.800357
2019-08-30 00:00:00,237457.338286
2019-08-31 00:00:00,237618.952387
2019-09-01 00:00:00,237764.010968
2019-09-02 00:00:00,237891.016573
2019-09-03 00:00:00,238048.168172
2019-09-04 00:00:00,238226.468673
2019-09-05 00:00:00,238386.738061
2019-09-06 00:00:00,238555.266407
2019-09-07 00:00:00,238727.047306
